correctionTimer ; 224.713 ; 2.67516 ; setSolutionTimer ; 10.4348 ; 0.124224 ; cycleWatch ; 9890.72 ; 706.48 ; setupWatch ; 120.449 ; 120.449 ; restrictionTimer ; 730.419 ; 8.69547 ; preSmoothTimer ; 2698.74 ; 32.1279 ; upResidualTimer ; 1248.85 ; 14.8673 ; postSmoothTimer ; 2693.51 ; 32.0656 ; commTimer ; 6545.46 ; 6.91909 ; timeToSolveWatch ; 10130 ; 10130 ;
correctionTimer ; 228.732 ; 2.723 ; setSolutionTimer ; 10.6181 ; 0.126406 ; cycleWatch ; 9913.76 ; 708.125 ; setupWatch ; 116.554 ; 116.554 ; restrictionTimer ; 729.212 ; 8.68109 ; preSmoothTimer ; 2730.93 ; 32.5111 ; upResidualTimer ; 1253.42 ; 14.9217 ; postSmoothTimer ; 2707.3 ; 32.2298 ; commTimer ; 6858.95 ; 7.25048 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.955 ; 2.72566 ; setSolutionTimer ; 10.7392 ; 0.127847 ; cycleWatch ; 9915.2 ; 708.228 ; setupWatch ; 116.553 ; 116.553 ; restrictionTimer ; 733.151 ; 8.72799 ; preSmoothTimer ; 2729.41 ; 32.493 ; upResidualTimer ; 1250.66 ; 14.8888 ; postSmoothTimer ; 2706.57 ; 32.2211 ; commTimer ; 6832.65 ; 7.22268 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.291 ; 2.71775 ; setSolutionTimer ; 10.6589 ; 0.126891 ; cycleWatch ; 9920.24 ; 708.589 ; setupWatch ; 118.184 ; 118.184 ; restrictionTimer ; 732.632 ; 8.72181 ; preSmoothTimer ; 2727.77 ; 32.4734 ; upResidualTimer ; 1249.16 ; 14.871 ; postSmoothTimer ; 2712.69 ; 32.2939 ; commTimer ; 6857.69 ; 7.24915 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 230.662 ; 2.74597 ; setSolutionTimer ; 10.5867 ; 0.126032 ; cycleWatch ; 9922.1 ; 708.721 ; setupWatch ; 117.848 ; 117.848 ; restrictionTimer ; 734.552 ; 8.74466 ; preSmoothTimer ; 2726.83 ; 32.4623 ; upResidualTimer ; 1249.38 ; 14.8736 ; postSmoothTimer ; 2711.72 ; 32.2824 ; commTimer ; 6824.75 ; 7.21432 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.973 ; 2.72586 ; setSolutionTimer ; 10.7472 ; 0.127943 ; cycleWatch ; 9907.43 ; 707.674 ; setupWatch ; 117.385 ; 117.385 ; restrictionTimer ; 731.568 ; 8.70915 ; preSmoothTimer ; 2722.2 ; 32.4071 ; upResidualTimer ; 1251.86 ; 14.9031 ; postSmoothTimer ; 2705.38 ; 32.2069 ; commTimer ; 6879.78 ; 7.27249 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 230.308 ; 2.74176 ; setSolutionTimer ; 10.8201 ; 0.128811 ; cycleWatch ; 9915.79 ; 708.271 ; setupWatch ; 117.385 ; 117.385 ; restrictionTimer ; 733.481 ; 8.73192 ; preSmoothTimer ; 2720.8 ; 32.3904 ; upResidualTimer ; 1253.43 ; 14.9218 ; postSmoothTimer ; 2708.27 ; 32.2414 ; commTimer ; 6866.75 ; 7.25873 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 224.507 ; 2.6727 ; setSolutionTimer ; 10.1351 ; 0.120656 ; cycleWatch ; 9888.68 ; 706.334 ; setupWatch ; 118.962 ; 118.962 ; restrictionTimer ; 731.228 ; 8.70509 ; preSmoothTimer ; 2712.39 ; 32.2903 ; upResidualTimer ; 1249.27 ; 14.8723 ; postSmoothTimer ; 2692.57 ; 32.0543 ; commTimer ; 6670.06 ; 7.05081 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 225.445 ; 2.68387 ; setSolutionTimer ; 10.2206 ; 0.121674 ; cycleWatch ; 9896.01 ; 706.858 ; setupWatch ; 118.962 ; 118.962 ; restrictionTimer ; 733.431 ; 8.73132 ; preSmoothTimer ; 2710.74 ; 32.2707 ; upResidualTimer ; 1248.32 ; 14.861 ; postSmoothTimer ; 2694.57 ; 32.0782 ; commTimer ; 6637.72 ; 7.01662 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 224.494 ; 2.67255 ; setSolutionTimer ; 10.2806 ; 0.122388 ; cycleWatch ; 9904.31 ; 707.451 ; setupWatch ; 118.896 ; 118.896 ; restrictionTimer ; 723.838 ; 8.61712 ; preSmoothTimer ; 2712.44 ; 32.291 ; upResidualTimer ; 1254.19 ; 14.9308 ; postSmoothTimer ; 2700.13 ; 32.1444 ; commTimer ; 6691.75 ; 7.07373 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 225.404 ; 2.68338 ; setSolutionTimer ; 10.5217 ; 0.125258 ; cycleWatch ; 9906.79 ; 707.628 ; setupWatch ; 118.896 ; 118.896 ; restrictionTimer ; 728.518 ; 8.67283 ; preSmoothTimer ; 2711.92 ; 32.2848 ; upResidualTimer ; 1249.86 ; 14.8793 ; postSmoothTimer ; 2702.25 ; 32.1697 ; commTimer ; 6642.21 ; 7.02136 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 229.311 ; 2.72989 ; setSolutionTimer ; 10.8266 ; 0.128888 ; cycleWatch ; 9918.11 ; 708.436 ; setupWatch ; 117.013 ; 117.013 ; restrictionTimer ; 730.67 ; 8.69845 ; preSmoothTimer ; 2726.07 ; 32.4532 ; upResidualTimer ; 1251.6 ; 14.9 ; postSmoothTimer ; 2711.51 ; 32.2798 ; commTimer ; 6896.9 ; 7.29059 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.972 ; 2.72586 ; setSolutionTimer ; 10.7871 ; 0.128418 ; cycleWatch ; 9923.41 ; 708.815 ; setupWatch ; 117.09 ; 117.09 ; restrictionTimer ; 737.553 ; 8.78039 ; preSmoothTimer ; 2724.9 ; 32.4393 ; upResidualTimer ; 1245.93 ; 14.8325 ; postSmoothTimer ; 2712.5 ; 32.2917 ; commTimer ; 6879.07 ; 7.27174 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.373 ; 2.71873 ; setSolutionTimer ; 10.7948 ; 0.12851 ; cycleWatch ; 9913.79 ; 708.128 ; setupWatch ; 119.131 ; 119.131 ; restrictionTimer ; 722.881 ; 8.60572 ; preSmoothTimer ; 2719.55 ; 32.3756 ; upResidualTimer ; 1264.84 ; 15.0576 ; postSmoothTimer ; 2711.03 ; 32.2742 ; commTimer ; 6850.74 ; 7.2418 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 230.616 ; 2.74543 ; setSolutionTimer ; 10.4313 ; 0.124183 ; cycleWatch ; 9920.28 ; 708.591 ; setupWatch ; 119.078 ; 119.078 ; restrictionTimer ; 734.405 ; 8.74292 ; preSmoothTimer ; 2720.84 ; 32.391 ; upResidualTimer ; 1254.61 ; 14.9359 ; postSmoothTimer ; 2709 ; 32.2501 ; commTimer ; 6826.09 ; 7.21574 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.566 ; 2.72102 ; setSolutionTimer ; 10.6511 ; 0.126799 ; cycleWatch ; 9907.67 ; 707.691 ; setupWatch ; 116.749 ; 116.749 ; restrictionTimer ; 726.95 ; 8.65417 ; preSmoothTimer ; 2726.41 ; 32.4573 ; upResidualTimer ; 1257.53 ; 14.9706 ; postSmoothTimer ; 2706.51 ; 32.2204 ; commTimer ; 6862.19 ; 7.2539 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.874 ; 2.72468 ; setSolutionTimer ; 10.8256 ; 0.128876 ; cycleWatch ; 9910.81 ; 707.915 ; setupWatch ; 117.537 ; 117.537 ; restrictionTimer ; 737.534 ; 8.78016 ; preSmoothTimer ; 2722.95 ; 32.4161 ; upResidualTimer ; 1251.34 ; 14.897 ; postSmoothTimer ; 2704 ; 32.1905 ; commTimer ; 6832.53 ; 7.22255 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.647 ; 2.72199 ; setSolutionTimer ; 10.7988 ; 0.128558 ; cycleWatch ; 9905.11 ; 707.508 ; setupWatch ; 109.697 ; 109.697 ; restrictionTimer ; 730.397 ; 8.69521 ; preSmoothTimer ; 2731.15 ; 32.5137 ; upResidualTimer ; 1252.11 ; 14.906 ; postSmoothTimer ; 2704.2 ; 32.1928 ; commTimer ; 6860.61 ; 7.25223 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 230.778 ; 2.74736 ; setSolutionTimer ; 11.1552 ; 0.1328 ; cycleWatch ; 9909.26 ; 707.804 ; setupWatch ; 115.369 ; 115.369 ; restrictionTimer ; 736.838 ; 8.77188 ; preSmoothTimer ; 2721.64 ; 32.4005 ; upResidualTimer ; 1256.39 ; 14.957 ; postSmoothTimer ; 2697.81 ; 32.1168 ; commTimer ; 6826 ; 7.21564 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.767 ; 2.72342 ; setSolutionTimer ; 10.4665 ; 0.124601 ; cycleWatch ; 9908.95 ; 707.782 ; setupWatch ; 115.811 ; 115.811 ; restrictionTimer ; 730.771 ; 8.69965 ; preSmoothTimer ; 2728.29 ; 32.4796 ; upResidualTimer ; 1256.49 ; 14.9583 ; postSmoothTimer ; 2703.18 ; 32.1807 ; commTimer ; 6869.35 ; 7.26147 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.87 ; 2.72464 ; setSolutionTimer ; 11.0734 ; 0.131827 ; cycleWatch ; 9910.21 ; 707.872 ; setupWatch ; 122.35 ; 122.35 ; restrictionTimer ; 732.808 ; 8.72391 ; preSmoothTimer ; 2729.47 ; 32.4937 ; upResidualTimer ; 1251.86 ; 14.903 ; postSmoothTimer ; 2699.36 ; 32.1353 ; commTimer ; 6826.03 ; 7.21568 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.285 ; 2.71767 ; setSolutionTimer ; 10.4953 ; 0.124944 ; cycleWatch ; 9915.06 ; 708.218 ; setupWatch ; 118.603 ; 118.603 ; restrictionTimer ; 736.132 ; 8.76348 ; preSmoothTimer ; 2718.72 ; 32.3658 ; upResidualTimer ; 1260.38 ; 15.0045 ; postSmoothTimer ; 2707.97 ; 32.2377 ; commTimer ; 6869.44 ; 7.26156 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 230.351 ; 2.74227 ; setSolutionTimer ; 11.0348 ; 0.131367 ; cycleWatch ; 9915.86 ; 708.276 ; setupWatch ; 118.713 ; 118.713 ; restrictionTimer ; 733.635 ; 8.73375 ; preSmoothTimer ; 2717.58 ; 32.3522 ; upResidualTimer ; 1260.24 ; 15.0028 ; postSmoothTimer ; 2702.15 ; 32.1684 ; commTimer ; 6823.11 ; 7.21259 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.332 ; 2.71824 ; setSolutionTimer ; 10.4997 ; 0.124997 ; cycleWatch ; 9917.92 ; 708.423 ; setupWatch ; 119.219 ; 119.219 ; restrictionTimer ; 731.49 ; 8.70821 ; preSmoothTimer ; 2725.15 ; 32.4422 ; upResidualTimer ; 1254.62 ; 14.936 ; postSmoothTimer ; 2710.49 ; 32.2677 ; commTimer ; 6864.64 ; 7.25649 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.765 ; 2.7234 ; setSolutionTimer ; 10.926 ; 0.130071 ; cycleWatch ; 9917.97 ; 708.427 ; setupWatch ; 113.227 ; 113.227 ; restrictionTimer ; 722.778 ; 8.6045 ; preSmoothTimer ; 2728.49 ; 32.482 ; upResidualTimer ; 1258.02 ; 14.9765 ; postSmoothTimer ; 2707.43 ; 32.2313 ; commTimer ; 6840.69 ; 7.23118 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.862 ; 2.72455 ; setSolutionTimer ; 10.3822 ; 0.123597 ; cycleWatch ; 9908.76 ; 707.769 ; setupWatch ; 115.136 ; 115.136 ; restrictionTimer ; 735.736 ; 8.75877 ; preSmoothTimer ; 2725.71 ; 32.4489 ; upResidualTimer ; 1250.9 ; 14.8917 ; postSmoothTimer ; 2705.02 ; 32.2026 ; commTimer ; 6849.17 ; 7.24014 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 229.691 ; 2.73441 ; setSolutionTimer ; 11.0338 ; 0.131355 ; cycleWatch ; 9913.21 ; 708.086 ; setupWatch ; 114.816 ; 114.816 ; restrictionTimer ; 726.191 ; 8.64513 ; preSmoothTimer ; 2732 ; 32.5238 ; upResidualTimer ; 1254.88 ; 14.9391 ; postSmoothTimer ; 2704.28 ; 32.1938 ; commTimer ; 6814.62 ; 7.20362 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.498 ; 2.72021 ; setSolutionTimer ; 10.6035 ; 0.126232 ; cycleWatch ; 9910.65 ; 707.903 ; setupWatch ; 117.048 ; 117.048 ; restrictionTimer ; 732.039 ; 8.71475 ; preSmoothTimer ; 2727.54 ; 32.4707 ; upResidualTimer ; 1255.94 ; 14.9517 ; postSmoothTimer ; 2701.94 ; 32.166 ; commTimer ; 6858.71 ; 7.25022 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.776 ; 2.72352 ; setSolutionTimer ; 10.9416 ; 0.130257 ; cycleWatch ; 9913.45 ; 708.104 ; setupWatch ; 117.05 ; 117.05 ; restrictionTimer ; 727.648 ; 8.66247 ; preSmoothTimer ; 2733.01 ; 32.5358 ; upResidualTimer ; 1255.44 ; 14.9457 ; postSmoothTimer ; 2701.59 ; 32.1618 ; commTimer ; 6836.09 ; 7.22631 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.853 ; 2.72444 ; setSolutionTimer ; 10.6854 ; 0.127207 ; cycleWatch ; 9908.91 ; 707.78 ; setupWatch ; 116.577 ; 116.577 ; restrictionTimer ; 735.722 ; 8.7586 ; preSmoothTimer ; 2723.14 ; 32.4183 ; upResidualTimer ; 1256.39 ; 14.9571 ; postSmoothTimer ; 2699.12 ; 32.1324 ; commTimer ; 6852.92 ; 7.2441 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 229.677 ; 2.73425 ; setSolutionTimer ; 10.8808 ; 0.129533 ; cycleWatch ; 9915.3 ; 708.236 ; setupWatch ; 116.582 ; 116.582 ; restrictionTimer ; 727.288 ; 8.65819 ; preSmoothTimer ; 2728.65 ; 32.484 ; upResidualTimer ; 1258.49 ; 14.982 ; postSmoothTimer ; 2702.09 ; 32.1677 ; commTimer ; 6831.63 ; 7.22159 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 229.139 ; 2.72785 ; setSolutionTimer ; 10.7542 ; 0.128026 ; cycleWatch ; 9907.54 ; 707.681 ; setupWatch ; 117.482 ; 117.482 ; restrictionTimer ; 734.873 ; 8.74849 ; preSmoothTimer ; 2724.02 ; 32.4288 ; upResidualTimer ; 1257.1 ; 14.9655 ; postSmoothTimer ; 2697.62 ; 32.1146 ; commTimer ; 6858.27 ; 7.24976 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 230.078 ; 2.73903 ; setSolutionTimer ; 10.9241 ; 0.130049 ; cycleWatch ; 9909.2 ; 707.8 ; setupWatch ; 117.501 ; 117.501 ; restrictionTimer ; 729.165 ; 8.68054 ; preSmoothTimer ; 2732.74 ; 32.5327 ; upResidualTimer ; 1253.7 ; 14.925 ; postSmoothTimer ; 2698.12 ; 32.1205 ; commTimer ; 6814.29 ; 7.20327 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.232 ; 2.71704 ; setSolutionTimer ; 10.306 ; 0.12269 ; cycleWatch ; 9911.58 ; 707.97 ; setupWatch ; 115.109 ; 115.109 ; restrictionTimer ; 728.943 ; 8.67789 ; preSmoothTimer ; 2725.66 ; 32.4483 ; upResidualTimer ; 1259.48 ; 14.9938 ; postSmoothTimer ; 2707.25 ; 32.2291 ; commTimer ; 6862.33 ; 7.25405 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.767 ; 2.72342 ; setSolutionTimer ; 10.6221 ; 0.126454 ; cycleWatch ; 9914.68 ; 708.191 ; setupWatch ; 118.327 ; 118.327 ; restrictionTimer ; 729.407 ; 8.68342 ; preSmoothTimer ; 2730.11 ; 32.5013 ; upResidualTimer ; 1253.4 ; 14.9214 ; postSmoothTimer ; 2707.84 ; 32.2361 ; commTimer ; 6837.41 ; 7.22771 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.8 ; 2.72381 ; setSolutionTimer ; 10.5781 ; 0.125929 ; cycleWatch ; 9916.86 ; 708.347 ; setupWatch ; 118.548 ; 118.548 ; restrictionTimer ; 729.605 ; 8.68578 ; preSmoothTimer ; 2725.87 ; 32.4508 ; upResidualTimer ; 1256.16 ; 14.9543 ; postSmoothTimer ; 2710.38 ; 32.2665 ; commTimer ; 6865.34 ; 7.25723 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 230.121 ; 2.73953 ; setSolutionTimer ; 10.9389 ; 0.130225 ; cycleWatch ; 9919.35 ; 708.525 ; setupWatch ; 118.504 ; 118.504 ; restrictionTimer ; 729.702 ; 8.68692 ; preSmoothTimer ; 2722.27 ; 32.408 ; upResidualTimer ; 1259.52 ; 14.9942 ; postSmoothTimer ; 2710.97 ; 32.2734 ; commTimer ; 6819.01 ; 7.20825 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 229.07 ; 2.72702 ; setSolutionTimer ; 10.6264 ; 0.126505 ; cycleWatch ; 9905.07 ; 707.505 ; setupWatch ; 119.16 ; 119.16 ; restrictionTimer ; 730.854 ; 8.70064 ; preSmoothTimer ; 2721.89 ; 32.4035 ; upResidualTimer ; 1255.66 ; 14.9484 ; postSmoothTimer ; 2704.15 ; 32.1922 ; commTimer ; 6892.05 ; 7.28546 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 229.493 ; 2.73206 ; setSolutionTimer ; 10.8221 ; 0.128835 ; cycleWatch ; 9913.66 ; 708.119 ; setupWatch ; 119.192 ; 119.192 ; restrictionTimer ; 729.95 ; 8.68988 ; preSmoothTimer ; 2717.5 ; 32.3511 ; upResidualTimer ; 1260.02 ; 15.0002 ; postSmoothTimer ; 2709.24 ; 32.2529 ; commTimer ; 6862.7 ; 7.25444 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 224.573 ; 2.67348 ; setSolutionTimer ; 10.442 ; 0.12431 ; cycleWatch ; 9889.48 ; 706.391 ; setupWatch ; 120.717 ; 120.717 ; restrictionTimer ; 734.593 ; 8.74516 ; preSmoothTimer ; 2706.83 ; 32.2242 ; upResidualTimer ; 1252.86 ; 14.915 ; postSmoothTimer ; 2692.39 ; 32.0522 ; commTimer ; 6674.79 ; 7.0558 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 224.628 ; 2.67414 ; setSolutionTimer ; 10.4685 ; 0.124625 ; cycleWatch ; 9896.2 ; 706.871 ; setupWatch ; 120.75 ; 120.75 ; restrictionTimer ; 732.6 ; 8.72142 ; preSmoothTimer ; 2709.61 ; 32.2573 ; upResidualTimer ; 1251.97 ; 14.9044 ; postSmoothTimer ; 2696.4 ; 32.1 ; commTimer ; 6627.54 ; 7.00585 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 224.214 ; 2.66922 ; setSolutionTimer ; 10.2363 ; 0.12186 ; cycleWatch ; 9891.01 ; 706.501 ; setupWatch ; 119.613 ; 119.613 ; restrictionTimer ; 725.29 ; 8.6344 ; preSmoothTimer ; 2706.98 ; 32.226 ; upResidualTimer ; 1252.39 ; 14.9094 ; postSmoothTimer ; 2690.87 ; 32.0342 ; commTimer ; 6558.03 ; 6.93238 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 226.523 ; 2.6967 ; setSolutionTimer ; 10.6667 ; 0.126984 ; cycleWatch ; 9898.3 ; 707.022 ; setupWatch ; 119.404 ; 119.404 ; restrictionTimer ; 728.65 ; 8.6744 ; preSmoothTimer ; 2707.61 ; 32.2334 ; upResidualTimer ; 1247.93 ; 14.8563 ; postSmoothTimer ; 2694.12 ; 32.0728 ; commTimer ; 6514.29 ; 6.88614 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.364 ; 2.71862 ; setSolutionTimer ; 10.7607 ; 0.128104 ; cycleWatch ; 9902.66 ; 707.333 ; setupWatch ; 115.172 ; 115.172 ; restrictionTimer ; 728.999 ; 8.67856 ; preSmoothTimer ; 2716.01 ; 32.3334 ; upResidualTimer ; 1255.06 ; 14.9412 ; postSmoothTimer ; 2702.49 ; 32.1726 ; commTimer ; 6784.76 ; 7.17206 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.825 ; 2.7241 ; setSolutionTimer ; 11.0615 ; 0.131685 ; cycleWatch ; 9912.31 ; 708.022 ; setupWatch ; 117.597 ; 117.597 ; restrictionTimer ; 730.113 ; 8.69182 ; preSmoothTimer ; 2718.97 ; 32.3687 ; upResidualTimer ; 1251.34 ; 14.8969 ; postSmoothTimer ; 2706.85 ; 32.2244 ; commTimer ; 6756.38 ; 7.14205 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.158 ; 2.71617 ; setSolutionTimer ; 10.534 ; 0.125405 ; cycleWatch ; 9905.67 ; 707.548 ; setupWatch ; 117.413 ; 117.413 ; restrictionTimer ; 730.161 ; 8.6924 ; preSmoothTimer ; 2715.69 ; 32.3296 ; upResidualTimer ; 1255.98 ; 14.9521 ; postSmoothTimer ; 2705.98 ; 32.214 ; commTimer ; 6730.94 ; 7.11515 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 229.446 ; 2.73149 ; setSolutionTimer ; 10.8775 ; 0.129494 ; cycleWatch ; 9912.14 ; 708.01 ; setupWatch ; 117.374 ; 117.374 ; restrictionTimer ; 736.778 ; 8.77117 ; preSmoothTimer ; 2712.97 ; 32.2973 ; upResidualTimer ; 1254.72 ; 14.9371 ; postSmoothTimer ; 2705.08 ; 32.2034 ; commTimer ; 6696.27 ; 7.07851 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.388 ; 2.71891 ; setSolutionTimer ; 10.4764 ; 0.124719 ; cycleWatch ; 9903.02 ; 707.359 ; setupWatch ; 117.191 ; 117.191 ; restrictionTimer ; 729.332 ; 8.68253 ; preSmoothTimer ; 2716.87 ; 32.3437 ; upResidualTimer ; 1259.08 ; 14.989 ; postSmoothTimer ; 2701.12 ; 32.1562 ; commTimer ; 6724.27 ; 7.1081 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 229.858 ; 2.7364 ; setSolutionTimer ; 10.793 ; 0.128488 ; cycleWatch ; 9905.79 ; 707.556 ; setupWatch ; 117.191 ; 117.191 ; restrictionTimer ; 736.505 ; 8.76791 ; preSmoothTimer ; 2716.18 ; 32.3355 ; upResidualTimer ; 1253.94 ; 14.9278 ; postSmoothTimer ; 2700.12 ; 32.1443 ; commTimer ; 6689.52 ; 7.07138 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.343 ; 2.71837 ; setSolutionTimer ; 10.5656 ; 0.125781 ; cycleWatch ; 9897.53 ; 706.967 ; setupWatch ; 115.607 ; 115.607 ; restrictionTimer ; 734.477 ; 8.74378 ; preSmoothTimer ; 2722.63 ; 32.4123 ; upResidualTimer ; 1251.29 ; 14.8963 ; postSmoothTimer ; 2697.53 ; 32.1134 ; commTimer ; 6731.96 ; 7.11624 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 230.084 ; 2.73909 ; setSolutionTimer ; 10.9493 ; 0.130348 ; cycleWatch ; 9903.44 ; 707.389 ; setupWatch ; 117.256 ; 117.256 ; restrictionTimer ; 730.893 ; 8.70111 ; preSmoothTimer ; 2720.45 ; 32.3863 ; upResidualTimer ; 1257.73 ; 14.973 ; postSmoothTimer ; 2693.28 ; 32.0628 ; commTimer ; 6694 ; 7.07611 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.307 ; 2.71794 ; setSolutionTimer ; 10.5512 ; 0.125609 ; cycleWatch ; 9899.95 ; 707.139 ; setupWatch ; 119.612 ; 119.612 ; restrictionTimer ; 732.182 ; 8.71645 ; preSmoothTimer ; 2720.01 ; 32.3811 ; upResidualTimer ; 1257.54 ; 14.9707 ; postSmoothTimer ; 2697.59 ; 32.1141 ; commTimer ; 6734.53 ; 7.11896 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 230.053 ; 2.73872 ; setSolutionTimer ; 11.1659 ; 0.132927 ; cycleWatch ; 9904.4 ; 707.457 ; setupWatch ; 119.653 ; 119.653 ; restrictionTimer ; 730.479 ; 8.69618 ; preSmoothTimer ; 2721.86 ; 32.4031 ; upResidualTimer ; 1255.97 ; 14.952 ; postSmoothTimer ; 2692.48 ; 32.0533 ; commTimer ; 6689.82 ; 7.07169 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.104 ; 2.71553 ; setSolutionTimer ; 10.8065 ; 0.128649 ; cycleWatch ; 9905.27 ; 707.519 ; setupWatch ; 118.356 ; 118.356 ; restrictionTimer ; 736.719 ; 8.77047 ; preSmoothTimer ; 2713.34 ; 32.3016 ; upResidualTimer ; 1258.07 ; 14.9771 ; postSmoothTimer ; 2702.42 ; 32.1717 ; commTimer ; 6737.62 ; 7.12222 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 229.322 ; 2.73002 ; setSolutionTimer ; 11.1456 ; 0.132685 ; cycleWatch ; 9905.44 ; 707.532 ; setupWatch ; 117.568 ; 117.568 ; restrictionTimer ; 738.797 ; 8.7952 ; preSmoothTimer ; 2711.22 ; 32.2764 ; upResidualTimer ; 1257.02 ; 14.9646 ; postSmoothTimer ; 2698.26 ; 32.1222 ; commTimer ; 6699.85 ; 7.08229 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 228.196 ; 2.71662 ; setSolutionTimer ; 10.5452 ; 0.125539 ; cycleWatch ; 9905.32 ; 707.523 ; setupWatch ; 112.791 ; 112.791 ; restrictionTimer ; 729.434 ; 8.68374 ; preSmoothTimer ; 2715.19 ; 32.3237 ; upResidualTimer ; 1260.71 ; 15.0084 ; postSmoothTimer ; 2700.51 ; 32.1489 ; commTimer ; 6743.76 ; 7.12871 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
correctionTimer ; 230.229 ; 2.74082 ; setSolutionTimer ; 10.9112 ; 0.129895 ; cycleWatch ; 9906.62 ; 707.616 ; setupWatch ; 118.261 ; 118.261 ; restrictionTimer ; 729.209 ; 8.68105 ; preSmoothTimer ; 2719.22 ; 32.3716 ; upResidualTimer ; 1255.9 ; 14.9512 ; postSmoothTimer ; 2696.23 ; 32.098 ; commTimer ; 6697.36 ; 7.07966 ; timeToSolveWatch ; 10129.6 ; 10129.6 ;
